run,sample_id,approach,size,complete,attempts,time_s,output_tokens,p_goal1,p_goal2,p_goal3,p_seq_1_before_2,p_seq_2_before_3,p_complete_sequence,p_avoid_moving_seg1,p_avoid_moving_seg2,p_avoid_moving_seg3,met,shortfall,p_best_goal1,p_best_goal2,p_best_goal3,p_best_seq_1_before_2,p_best_seq_2_before_3,p_best_complete_sequence,p_best_avoid_moving_seg1,p_best_avoid_moving_seg2,p_best_avoid_moving_seg3,met_best
Symbolic: catch-all asked,5,symbolic,5,True,5,164.39980268478394,5424,1.0,1.0,1.0,0.18185439291418157,0.08693958608579111,0.003169177739514528,0.7218641465078416,0.12652191271524516,0.681690976631986,4,2.7198239539132816,1.0,1.0,1.0,0.18185439291418157,0.08692823836590333,0.0031691576846548768,0.7218641465078416,0.12652191271524516,0.681690976631986,4.0
Symbolic: catch-all asked,6,symbolic,5,True,5,108.84356045722961,2329,1.0,1.0,0.9765883250925128,0.37914261380914666,0.17938238967713338,0.17938238967713338,0.7426197119694974,0.9951882492023774,0.9509626098733532,6,1.6620926068365867,1.0,1.0,0.9765883250925128,0.37914261380914666,0.17938175054758265,0.17938175054758265,0.7426197119694974,0.9951882492023774,0.9509626098733532,6.0
Symbolic: catch-all asked,7,symbolic,5,True,5,87.12427520751953,2437,1.0,0.08699551282600693,0.8530959791487285,0.9363873995079972,0.020081665587268427,0.019502336362309802,0.7378360863408349,0.6201756044472118,0.9907976603305351,5,2.3532448807772033,1.0,0.08699551282600693,0.8530959791487285,0.9363873995079972,0.020081457960823113,0.019502200292602363,0.7378360863408349,0.6201756044472118,0.9907976603305351,5.0
Symbolic: catch-all asked,8,symbolic,6,True,5,100.35243773460388,2043,0.9215668144158857,1.0,0.9336174079240869,0.9215668144158857,0.0051572160119223165,0.0051572160119223165,0.972244594601616,1.0,1.0,7,1.5896855679761555,0.9215668144158857,1.0,0.9336174079240869,0.9215668144158857,0.005154642116985498,0.005154642116985498,0.972244594601616,1.0,1.0,7.0
Symbolic: catch-all asked,9,symbolic,6,True,2,52.59481954574585,2312,0.8843194347861025,0.9698846170940543,1.0,0.8822535044226363,0.8843194823771061,0.8822535505691713,0.9880867427848389,1.0,1.0,9,0.0,0.8843194347861025,0.9698846170940543,1.0,0.8822535044226363,0.8843194823771054,0.8822535505691708,0.9880867427848389,1.0,1.0,9.0
Symbolic: catch-all asked,10,symbolic,6,True,5,152.81086134910583,6013,1.0,1.0,1.0,0.33305679610695005,0.00307797715529734,0.002626499025984552,0.9911741297053219,0.9985974609068032,1.0,6,2.061238727711768,1.0,1.0,1.0,0.33305679610695005,0.003077177769660196,0.0026257031728625403,0.9911741297053219,0.9985974609068032,1.0,6.0
Symbolic: catch-all asked,11,symbolic,6,True,5,185.47438526153564,4922,1.0,1.0,1.0,0.5916151735772883,0.3807735381160139,0.21500482973726132,0.958202212075469,0.7471729253748667,0.968867601931277,6,1.2126064585694367,1.0,1.0,1.0,0.5916151735772883,0.38059512250861244,0.21489386474148908,0.958202212075469,0.7471729253748667,0.968867601931277,6.0
Symbolic: catch-all asked,12,symbolic,7,True,5,285.21582412719727,8083,0.6913081193059413,0.3243966491036602,0.5635441643152032,0.6913081193059413,0.24512896902086068,0.24512896902086068,0.8981272062877362,0.9597748500005605,1.0,3,2.0391850099275333,0.6913081193059413,0.3243966491036602,0.5635441643152032,0.6913081193059413,0.24512843432828707,0.24512843432828707,0.8981272062877362,0.9597748500005605,1.0,3.0
Symbolic: catch-all asked,13,symbolic,7,True,5,281.64138627052307,8646,0.7613472328574726,0.29295470858966766,1.0,0.6850477403856646,0.0,0.0,0.7613606892214859,0.23865276714252737,1.0,3,2.7219975510246677,0.7613472328574726,0.29295470858966766,1.0,0.6850477403856646,0.0,0.0,0.7613606892214859,0.23865276714252737,1.0,3.0
Symbolic: catch-all asked,14,symbolic,7,True,5,129.5402591228485,1720,1.0,0.17647058145117187,1.0,0.8235294117623017,0.0,0.0,0.9161616898205409,1.0,1.0,6,2.2235294185488286,1.0,0.17647058145117187,1.0,0.8235294117623017,0.0,0.0,0.9161616898205409,1.0,1.0,6.0
Symbolic: catch-all asked,15,symbolic,7,True,5,105.97480940818787,4696,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.9000000000000004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
Symbolic: catch-all asked,16,symbolic,8,True,5,235.49782991409302,7109,0.0,0.6137633104962665,0.0,0.0,0.0,0.0,0.36361220578003395,1.0,1.0,2,4.5226244837237,0.6868382185025423,0.6868382185025423,0.003398838442767211,0.002832853876783257,0.020741732816171934,8.552927908114643e-05,0.7491035624523835,1.0,1.0,3.0
Symbolic: catch-all asked,17,symbolic,8,True,5,244.11975526809692,6763,1.0,0.9999983082181174,0.172240370099223,1.132528509656673e-05,0.8519530322471458,9.63357432737233e-06,0.9233417732506392,0.9774619779614258,0.9818411329515374,6,2.227738671041353,1.0,0.9999983082181174,0.172240370099223,1.132528509656673e-05,0.8430556209978448,9.63350814648087e-06,0.9233417732506392,0.9774619779614258,0.9818411329515374,6.0
Symbolic: catch-all asked,18,symbolic,8,True,5,130.94395756721497,5431,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0
Symbolic: catch-all asked,19,symbolic,8,True,5,121.47282195091248,2594,1.0,0.9883417982900945,0.854440732047036,0.9721385660528206,0.6928627750070797,0.6832809097990302,0.4836773971395355,0.999829278954862,0.999978910122137,6,0.4401789180543546,1.0,0.9883417982900945,0.854440732047036,0.9721385660528206,0.6928568482868752,0.6832750532722797,0.4836773971395355,0.999829278954862,0.999978910122137,6.0
Symbolic: no catch-all,0,symbolic,4,True,5,189.5805172920227,3548,0.8959281659162744,0.005112101029810317,0.9343614972433466,0.8945195811795097,0.0006238122085943099,0.0006241506214837989,0.8909125023855466,0.18753906675303644,0.9999652579427865,5,2.9061008693870756,0.8959281659162744,0.005112101029810317,0.9343614972433466,0.8945195811795097,0.0006237708500003228,0.0006236999640698279,0.8909125023855466,0.18753906675303644,0.9999652579427865,5.0
Symbolic: no catch-all,1,symbolic,4,True,5,175.34494519233704,6464,1.0,1.0,1.0,0.6123465134835876,0.8235294117647058,0.4967854760619099,0.5241310158170426,0.3613473449067741,0.048278979794990184,4,1.6571106699356957,1.0,1.0,1.0,0.6123465134835876,0.8235294117647058,0.49678451673072904,0.5241310158170426,0.3613473449067741,0.048278979794990184,4.0
Symbolic: no catch-all,2,symbolic,4,True,5,190.186585187912,7305,1.0,1.0,1.0,0.8225884263464909,0.8938973366743193,0.7689655025226836,0.9174322886425117,0.031301513186143604,0.8237211090316394,7,0.6997329842911728,1.0,1.0,1.0,0.8225884263464909,0.8904310694749635,0.7659839481144135,0.9174322886425117,0.031301513186143604,0.8237211090316394,7.0
Symbolic: no catch-all,3,symbolic,4,True,5,188.70483875274658,3678,1.0,1.0,0.8871289406519232,0.71781351476728,0.11287043406362007,0.016189904672896827,0.9966872115486459,0.9381980358056703,0.0,5,2.2531261464962036,1.0,1.0,0.8871289406519232,0.71781351476728,0.11286995784421365,0.016189876339069334,0.9966872115486459,0.9381980358056703,0.0,5.0
Symbolic: no catch-all,4,symbolic,5,True,5,190.58576440811157,7446,1.0,0.19310743132785702,0.12819544018330406,0.8068868329083062,0.0,0.0,0.9061098739190192,0.0,1.0,4,3.578697128488839,1.0,0.19310743132785702,0.12819544018330406,0.8068868329083062,0.0,0.0,0.9061098739190192,0.0,1.0,4.0
Symbolic: no catch-all,5,symbolic,5,True,5,196.0559320449829,3952,0.7014968045133825,0.8135942819096,1.0,0.6582735984346393,0.5680780034613029,0.533076651651793,0.927493526568017,0.9882582897919138,0.9919831810109134,5,0.7390749419388826,0.7014968045133825,0.8135942819096,1.0,0.6582735984346393,0.5680747562248577,0.5330724936806561,0.927493526568017,0.9882582897919138,0.9919831810109134,5.0
Symbolic: no catch-all,6,symbolic,5,True,5,160.22044801712036,5793,1.0,1.0,0.8417510976792094,0.9900986789941846,0.8976111852711094,0.8976111852711094,0.24780727189907037,1.0,0.9999117786489974,8,0.4521927281009296,1.0,1.0,0.8417510976792094,0.9900986789941846,0.8976004894198896,0.8976004894198896,0.24780727189907037,1.0,0.9999117786489974,8.0
Symbolic: no catch-all,7,symbolic,5,True,5,164.25734210014343,3798,1.0,1.0,1.0,0.9363874345549736,0.2989750032801657,0.290350923282916,0.7378360863408349,0.3045689319889239,0.8111420219525521,6,1.4061051414479944,1.0,1.0,1.0,0.9363874345549736,0.2989711774154791,0.29034738547535827,0.7378360863408349,0.3045689319889239,0.8111420219525521,6.0
Symbolic: no catch-all,8,symbolic,6,True,5,264.7510437965393,9050,1.0,1.0,1.0,1.0,0.4728074187168191,0.4728074187168192,0.9670976677515253,0.13818532779263082,0.8548740920609509,6,1.216199834773731,1.0,1.0,1.0,1.0,0.4725751815821009,0.47257518158210077,0.9670976677515253,0.13818532779263082,0.8548740920609509,6.0
Symbolic: no catch-all,9,symbolic,6,True,5,248.58773064613342,4799,0.8131080253674603,0.8237590109479542,0.8130998762665954,0.8131034834763949,0.7744607277746984,0.7744607278082434,0.8095178430943188,0.9541596844468424,0.002696417430675835,6,0.7483821269863824,1.0,1.0,1.0,1.0,1.0,1.0,0.977831561796891,1.0,1.0,9.0
Symbolic: no catch-all,10,symbolic,6,True,5,179.41362857818604,4112,1.0,1.0,1.0,0.7862439950278541,0.0,0.0,0.9683781419601977,1.0,1.0,6,1.613756004972146,1.0,1.0,1.0,0.7862439950278541,0.0,0.0,0.9683781419601977,1.0,1.0,6.0
Symbolic: no catch-all,11,symbolic,6,True,5,181.72803688049316,6101,1.0,1.0,1.0,0.7238315265683312,0.66559122075149,0.5422326712085453,0.6804155932766167,0.9996536930595508,0.9951646729893823,5,0.48792898819501684,1.0,1.0,1.0,0.7238315265683312,0.6655088925886837,0.5421932463988683,0.6804155932766167,0.9996536930595508,0.9951646729893823,5.0
Symbolic: no catch-all,12,symbolic,7,True,5,142.08967757225037,5586,0.4971882158922223,0.4748711377196968,1.0,0.4971882158922223,0.39615243001924294,0.39615243001924294,0.8981272062877362,1.0,1.0,4,1.738447570457373,0.4971882158922223,0.4748711377196968,1.0,0.4971882158922223,0.39615197440113503,0.39615197440113503,0.8981272062877362,1.0,1.0,4.0
Symbolic: no catch-all,13,symbolic,7,True,5,142.50213432312012,2427,1.0,1.0,0.34099948809825786,0.6277669891197568,0.9685908059644417,0.6079347809039923,0.8414518102419133,0.9085583951837393,0.9879360604781788,6,0.8232987418779931,1.0,1.0,0.34099948809825786,0.6277669891197568,0.9628144621820749,0.6079337254784289,0.8414518102419133,0.9085583951837393,0.9879360604781788,6.0
Symbolic: no catch-all,14,symbolic,7,True,5,235.8553340435028,8482,0.0,0.17647058145117187,0.0,0.0,0.0,0.0,0.8541556932215402,1.0,1.0,3,4.623529418548828,0.0,0.2200683552170501,0.0,0.0,0.0,0.0,0.869762350771701,1.0,1.0,3.0
Symbolic: no catch-all,15,symbolic,7,True,5,227.84621596336365,4178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
Symbolic: no catch-all,16,symbolic,8,True,5,132.7333927154541,5184,0.6930759279529983,0.7783752451977849,0.6930759279529983,0.625657986823103,0.0,0.0,0.9420762119295135,0.9875553246310689,0.988112336786179,3,2.0098149120731157,0.6930759279529983,0.7783752451977849,0.6930759279529983,0.625657986823103,0.0,0.0,0.9420762119295135,0.9875553246310689,0.988112336786179,3.0
Symbolic: no catch-all,17,symbolic,8,True,5,139.68190145492554,2395,1.0,1.0,0.7992511096286572,0.0,0.8725426513530692,0.0,0.011513839293696648,0.9990486713640419,1.0,5,2.2892350510776462,1.0,1.0,0.7992511096286572,0.0,0.872208235597308,0.0,0.011513839293696648,0.9990486713640419,1.0,5.0
Symbolic: no catch-all,18,symbolic,8,True,5,119.29543852806091,3667,0.9676083264671631,0.22942358673248725,0.22984008250753357,0.9612808744412464,0.1969209016433625,0.19649608753211356,0.9995997253884791,0.811107185372403,0.9789952053495985,5,2.3473193415845035,0.9676083264671631,0.22942358673248725,0.22984008250753357,0.9612808744412464,0.196909409967157,0.1964846181483223,0.9995997253884791,0.811107185372403,0.9789952053495985,5.0
Symbolic: no catch-all,19,symbolic,8,True,5,115.78011274337769,2794,1.0,0.9990892568145054,0.11816113729793343,0.22625885317544814,0.9040434385083612,0.15855147634928568,0.9999066344134608,0.9965245479154727,1.0,6,1.8970285331773329,1.0,0.9990892568145054,0.11816113729793343,0.22625885317544814,0.903950917605884,0.15853421008014587,0.9999066344134608,0.9965245479154727,1.0,6.0
