approach,sample_id,approach,size,complete,attempts,time_s,output_tokens,p_goal1,p_goal2,p_goal3,p_seq_1_before_2,p_seq_2_before_3,p_complete_sequence,p_avoid_moving_seg1,p_avoid_moving_seg2,p_avoid_moving_seg3,met,shortfall,p_best_goal1,p_best_goal2,p_best_goal3,p_best_seq_1_before_2,p_best_seq_2_before_3,p_best_complete_sequence,p_best_avoid_moving_seg1,p_best_avoid_moving_seg2,p_best_avoid_moving_seg3,met_best
symbolic,6,symbolic,5,True,5,108.84356045722961,2329,1.0,1.0,0.9765883250925128,0.37914261380914666,0.17938238967713338,0.17938238967713338,0.7426197119694974,0.9951882492023774,0.9509626098733532,6,1.6620926068365867,1.0,1.0,0.9765883250925128,0.37914261380914666,0.17938175054758265,0.17938175054758265,0.7426197119694974,0.9951882492023774,0.9509626098733532,6.0
symbolic,7,symbolic,5,True,5,87.12427520751953,2437,1.0,0.08699551282600693,0.8530959791487285,0.9363873995079972,0.020081665587268427,0.019502336362309802,0.7378360863408349,0.6201756044472118,0.9907976603305351,5,2.3532448807772033,1.0,0.08699551282600693,0.8530959791487285,0.9363873995079972,0.020081457960823113,0.019502200292602363,0.7378360863408349,0.6201756044472118,0.9907976603305351,5.0
symbolic,8,symbolic,6,True,5,100.35243773460388,2043,0.9215668144158857,1.0,0.9336174079240869,0.9215668144158857,0.0051572160119223165,0.0051572160119223165,0.972244594601616,1.0,1.0,7,1.5896855679761555,0.9215668144158857,1.0,0.9336174079240869,0.9215668144158857,0.005154642116985498,0.005154642116985498,0.972244594601616,1.0,1.0,7.0
symbolic,9,symbolic,6,True,2,52.59481954574585,2312,0.8843194347861025,0.9698846170940543,1.0,0.8822535044226363,0.8843194823771061,0.8822535505691713,0.9880867427848389,1.0,1.0,9,0.0,0.8843194347861025,0.9698846170940543,1.0,0.8822535044226363,0.8843194823771054,0.8822535505691708,0.9880867427848389,1.0,1.0,9.0
symbolic,10,symbolic,6,True,5,152.81086134910583,6013,1.0,1.0,1.0,0.33305679610695005,0.00307797715529734,0.002626499025984552,0.9911741297053219,0.9985974609068032,1.0,6,2.061238727711768,1.0,1.0,1.0,0.33305679610695005,0.003077177769660196,0.0026257031728625403,0.9911741297053219,0.9985974609068032,1.0,6.0
symbolic,11,symbolic,6,True,5,185.47438526153564,4922,1.0,1.0,1.0,0.5916151735772883,0.3807735381160139,0.21500482973726132,0.958202212075469,0.7471729253748667,0.968867601931277,6,1.2126064585694367,1.0,1.0,1.0,0.5916151735772883,0.38059512250861244,0.21489386474148908,0.958202212075469,0.7471729253748667,0.968867601931277,6.0
symbolic,12,symbolic,7,True,5,285.21582412719727,8083,0.6913081193059413,0.3243966491036602,0.5635441643152032,0.6913081193059413,0.24512896902086068,0.24512896902086068,0.8981272062877362,0.9597748500005605,1.0,3,2.0391850099275333,0.6913081193059413,0.3243966491036602,0.5635441643152032,0.6913081193059413,0.24512843432828707,0.24512843432828707,0.8981272062877362,0.9597748500005605,1.0,3.0
symbolic,13,symbolic,7,True,5,281.64138627052307,8646,0.7613472328574726,0.29295470858966766,1.0,0.6850477403856646,0.0,0.0,0.7613606892214859,0.23865276714252737,1.0,3,2.7219975510246677,0.7613472328574726,0.29295470858966766,1.0,0.6850477403856646,0.0,0.0,0.7613606892214859,0.23865276714252737,1.0,3.0
symbolic,14,symbolic,7,True,5,129.5402591228485,1720,1.0,0.17647058145117187,1.0,0.8235294117623017,0.0,0.0,0.9161616898205409,1.0,1.0,6,2.2235294185488286,1.0,0.17647058145117187,1.0,0.8235294117623017,0.0,0.0,0.9161616898205409,1.0,1.0,6.0
symbolic,15,symbolic,7,True,5,105.97480940818787,4696,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.9000000000000004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
symbolic,16,symbolic,8,True,5,235.49782991409302,7109,0.0,0.6137633104962665,0.0,0.0,0.0,0.0,0.36361220578003395,1.0,1.0,2,4.5226244837237,0.6868382185025423,0.6868382185025423,0.003398838442767211,0.002832853876783257,0.020741732816171934,8.552927908114643e-05,0.7491035624523835,1.0,1.0,3.0
symbolic,17,symbolic,8,True,5,244.11975526809692,6763,1.0,0.9999983082181174,0.172240370099223,1.132528509656673e-05,0.8519530322471458,9.63357432737233e-06,0.9233417732506392,0.9774619779614258,0.9818411329515374,6,2.227738671041353,1.0,0.9999983082181174,0.172240370099223,1.132528509656673e-05,0.8430556209978448,9.63350814648087e-06,0.9233417732506392,0.9774619779614258,0.9818411329515374,6.0
symbolic,18,symbolic,8,True,5,130.94395756721497,5431,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0
symbolic,19,symbolic,8,True,5,121.47282195091248,2594,1.0,0.9883417982900945,0.854440732047036,0.9721385660528206,0.6928627750070797,0.6832809097990302,0.4836773971395355,0.999829278954862,0.999978910122137,6,0.4401789180543546,1.0,0.9883417982900945,0.854440732047036,0.9721385660528206,0.6928568482868752,0.6832750532722797,0.4836773971395355,0.999829278954862,0.999978910122137,6.0
