run,sample_id,approach,size,complete,attempts,time_s,output_tokens,p_goal1,p_goal2,p_goal3,p_seq_1_before_2,p_seq_2_before_3,p_complete_sequence,p_avoid_moving_seg1,p_avoid_moving_seg2,p_avoid_moving_seg3,met,shortfall,p_best_goal1,p_best_goal2,p_best_goal3,p_best_seq_1_before_2,p_best_seq_2_before_3,p_best_complete_sequence,p_best_avoid_moving_seg1,p_best_avoid_moving_seg2,p_best_avoid_moving_seg3,met_best
Symbolic: catch-all asked,5,symbolic,5,True,5,164.39980268478394,5424,1.0,1.0,1.0,0.18185439291418157,0.08693958608579111,0.003169177739514528,0.7218641465078416,0.12652191271524516,0.681690976631986,4,2.7198239539132816,1.0,1.0,1.0,0.18185439291418157,0.08692823836590333,0.0031691576846548768,0.7218641465078416,0.12652191271524516,0.681690976631986,4.0
Symbolic: catch-all asked,6,symbolic,5,True,5,108.84356045722961,2329,1.0,1.0,0.9765883250925128,0.37914261380914666,0.17938238967713338,0.17938238967713338,0.7426197119694974,0.9951882492023774,0.9509626098733532,6,1.6620926068365867,1.0,1.0,0.9765883250925128,0.37914261380914666,0.17938175054758265,0.17938175054758265,0.7426197119694974,0.9951882492023774,0.9509626098733532,6.0
Symbolic: catch-all asked,7,symbolic,5,True,5,87.12427520751953,2437,1.0,0.08699551282600693,0.8530959791487285,0.9363873995079972,0.020081665587268427,0.019502336362309802,0.7378360863408349,0.6201756044472118,0.9907976603305351,5,2.3532448807772033,1.0,0.08699551282600693,0.8530959791487285,0.9363873995079972,0.020081457960823113,0.019502200292602363,0.7378360863408349,0.6201756044472118,0.9907976603305351,5.0
Symbolic: catch-all asked,8,symbolic,6,True,5,100.35243773460388,2043,0.9215668144158857,1.0,0.9336174079240869,0.9215668144158857,0.0051572160119223165,0.0051572160119223165,0.972244594601616,1.0,1.0,7,1.5896855679761555,0.9215668144158857,1.0,0.9336174079240869,0.9215668144158857,0.005154642116985498,0.005154642116985498,0.972244594601616,1.0,1.0,7.0
Symbolic: catch-all asked,9,symbolic,6,True,2,52.59481954574585,2312,0.8843194347861025,0.9698846170940543,1.0,0.8822535044226363,0.8843194823771061,0.8822535505691713,0.9880867427848389,1.0,1.0,9,0.0,0.8843194347861025,0.9698846170940543,1.0,0.8822535044226363,0.8843194823771054,0.8822535505691708,0.9880867427848389,1.0,1.0,9.0
Symbolic: catch-all asked,10,symbolic,6,True,5,152.81086134910583,6013,1.0,1.0,1.0,0.33305679610695005,0.00307797715529734,0.002626499025984552,0.9911741297053219,0.9985974609068032,1.0,6,2.061238727711768,1.0,1.0,1.0,0.33305679610695005,0.003077177769660196,0.0026257031728625403,0.9911741297053219,0.9985974609068032,1.0,6.0
Symbolic: catch-all asked,11,symbolic,6,True,5,185.47438526153564,4922,1.0,1.0,1.0,0.5916151735772883,0.3807735381160139,0.21500482973726132,0.958202212075469,0.7471729253748667,0.968867601931277,6,1.2126064585694367,1.0,1.0,1.0,0.5916151735772883,0.38059512250861244,0.21489386474148908,0.958202212075469,0.7471729253748667,0.968867601931277,6.0
Symbolic: catch-all asked,12,symbolic,7,True,5,285.21582412719727,8083,0.6913081193059413,0.3243966491036602,0.5635441643152032,0.6913081193059413,0.24512896902086068,0.24512896902086068,0.8981272062877362,0.9597748500005605,1.0,3,2.0391850099275333,0.6913081193059413,0.3243966491036602,0.5635441643152032,0.6913081193059413,0.24512843432828707,0.24512843432828707,0.8981272062877362,0.9597748500005605,1.0,3.0
Symbolic: catch-all asked,13,symbolic,7,True,5,281.64138627052307,8646,0.7613472328574726,0.29295470858966766,1.0,0.6850477403856646,0.0,0.0,0.7613606892214859,0.23865276714252737,1.0,3,2.7219975510246677,0.7613472328574726,0.29295470858966766,1.0,0.6850477403856646,0.0,0.0,0.7613606892214859,0.23865276714252737,1.0,3.0
Symbolic: catch-all asked,14,symbolic,7,True,5,129.5402591228485,1720,1.0,0.17647058145117187,1.0,0.8235294117623017,0.0,0.0,0.9161616898205409,1.0,1.0,6,2.2235294185488286,1.0,0.17647058145117187,1.0,0.8235294117623017,0.0,0.0,0.9161616898205409,1.0,1.0,6.0
Symbolic: catch-all asked,15,symbolic,7,True,5,105.97480940818787,4696,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.9000000000000004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
Symbolic: catch-all asked,16,symbolic,8,True,5,235.49782991409302,7109,0.0,0.6137633104962665,0.0,0.0,0.0,0.0,0.36361220578003395,1.0,1.0,2,4.5226244837237,0.6868382185025423,0.6868382185025423,0.003398838442767211,0.002832853876783257,0.020741732816171934,8.552927908114643e-05,0.7491035624523835,1.0,1.0,3.0
Symbolic: catch-all asked,17,symbolic,8,True,5,244.11975526809692,6763,1.0,0.9999983082181174,0.172240370099223,1.132528509656673e-05,0.8519530322471458,9.63357432737233e-06,0.9233417732506392,0.9774619779614258,0.9818411329515374,6,2.227738671041353,1.0,0.9999983082181174,0.172240370099223,1.132528509656673e-05,0.8430556209978448,9.63350814648087e-06,0.9233417732506392,0.9774619779614258,0.9818411329515374,6.0
Symbolic: catch-all asked,18,symbolic,8,True,5,130.94395756721497,5431,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0
Symbolic: catch-all asked,19,symbolic,8,True,5,121.47282195091248,2594,1.0,0.9883417982900945,0.854440732047036,0.9721385660528206,0.6928627750070797,0.6832809097990302,0.4836773971395355,0.999829278954862,0.999978910122137,6,0.4401789180543546,1.0,0.9883417982900945,0.854440732047036,0.9721385660528206,0.6928568482868752,0.6832750532722797,0.4836773971395355,0.999829278954862,0.999978910122137,6.0
Symbolic: no catch-all at all,0,symbolic,4,True,5,151.30682063102722,2439,1.0,1.0,1.0,0.9958249574763185,0.0,0.0,0.9190984679572733,0.5434328056338027,1.0,6,1.7565671943661973,1.0,1.0,1.0,0.9958249574763185,0.0,0.0,0.9190984679572733,0.5434328056338027,1.0,6.0
Symbolic: no catch-all at all,1,symbolic,4,True,5,166.57270693778992,6708,0.8322443092297126,0.003954884038376493,0.8666445073189148,0.8321367768501069,0.0,0.0,0.8322447028223436,0.1677556907702874,0.1677556907702874,4,3.4605337344210483,0.8322443092297126,0.8360916508605726,0.9805286154600416,0.8321367768501069,0.11388414554052279,0.11380434782608695,0.8322447028223436,1.0,1.0,7.0
Symbolic: no catch-all at all,2,symbolic,4,True,5,237.9990999698639,7738,0.0,0.9152700135880059,0.8391871370514714,0.0,0.0,0.0,0.0,0.10062217616172009,0.9814734599389296,3,4.49937782383828,1.0,1.0,1.0,0.17647058823529407,0.11352266371280906,0.03315122895595527,1.0,1.0,1.0,6.0
Symbolic: no catch-all at all,3,symbolic,4,True,5,255.2432758808136,7243,1.0,1.0,1.0,0.6379816016393397,0.3162389153674082,0.11406238239460276,0.974143930355801,0.5472878189958257,0.9959547971053345,5,1.4844292816028237,1.0,1.0,1.0,0.6379816016393397,0.31622258959539246,0.1140563543252132,0.974143930355801,0.5472878189958257,0.9959547971053345,5.0
Symbolic: no catch-all at all,4,symbolic,5,True,5,173.42255997657776,3865,1.0,1.0,1.0,0.4073179337914763,0.8638302034089385,0.30932857108451206,0.9961666812627068,1.0,1.0,7,0.8833534951240117,1.0,1.0,1.0,0.4073179337914763,0.8638302034089372,0.30932672499029223,0.9961666812627068,1.0,1.0,7.0
Symbolic: no catch-all at all,5,symbolic,5,True,5,147.4255669116974,4673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9486163650892716,0.644497171570126,1,5.555502828429874,1.0,1.0,1.0,1.0,0.9653995807770199,0.9653971331171058,1.0,1.0,1.0,9.0
Symbolic: no catch-all at all,6,symbolic,5,True,5,69.98180866241455,2008,1.0,1.0,0.9645961903158684,0.15030464250703657,0.2711771120214814,0.10452252917181881,0.7426197119694974,1.0,0.9516278670823916,6,1.8739957162996634,1.0,1.0,0.9645961903158684,0.15030464250703657,0.2711634695101399,0.1045172457746161,0.7426197119694974,1.0,0.9516278670823916,6.0
Symbolic: no catch-all at all,7,symbolic,5,True,5,86.04156160354614,3223,1.0,0.3439026452896141,0.9261593607088043,0.656097108882857,0.0,0.0,0.12912759929207407,1.0,1.0,4,2.770872646535455,1.0,0.3439026452896141,0.9261593607088043,0.656097108882857,0.0,0.0,0.12912759929207407,1.0,1.0,4.0
Symbolic: no catch-all at all,8,symbolic,6,True,5,194.76701545715332,4543,0.02719033232628397,1.0,1.0,0.02719033232628397,0.024308927344958375,0.024308927344958375,0.5021799388082331,0.9889004531188379,1.0,4,3.2948215418492826,0.02719033232628397,1.0,1.0,0.02719033232628397,0.024308876286748833,0.024308876286748833,0.5021799388082331,0.9889004531188379,1.0,4.0
Symbolic: no catch-all at all,9,symbolic,6,True,5,200.64121317863464,7228,1.0,0.8306798458214755,0.9743082942669439,0.7417155799344156,0.5909259406640783,0.5859659259554091,0.9397464250541031,0.7903257632706421,0.9976233315425405,6,0.4813925534460971,1.0,1.0,1.0,0.8062647737609311,0.6707546782392522,0.666831674656324,0.9579357214314268,1.0,0.9989428033671256,7.0
Symbolic: no catch-all at all,10,symbolic,6,True,5,234.7912244796753,5878,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.9000000000000004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
Symbolic: no catch-all at all,11,symbolic,6,True,5,243.82859873771667,7280,1.0,1.0,1.0,0.5892237247399696,0.6668959015177195,0.37638772832104617,0.9577538372924644,0.9972013130652262,0.8851757232696134,6,0.7674926454212648,1.0,1.0,1.0,0.5892237247399696,0.6668947823998718,0.37638690827899096,0.9577538372924644,0.9972013130652262,0.8851757232696134,6.0
Symbolic: no catch-all at all,12,symbolic,7,True,5,207.07609605789185,4198,0.8469193773109789,0.05748955269324685,0.9243912107953228,0.8469193773109789,0.019183713458347684,0.019183713458347684,0.986613383782993,1.0,1.0,6,2.304143020390058,0.8469193773109789,0.05748955269324685,0.9243912107953228,0.8469193773109789,0.01918366734274132,0.019183667342741316,0.986613383782993,1.0,1.0,6.0
Symbolic: no catch-all at all,13,symbolic,7,True,5,255.4161891937256,10310,1.0,0.4488678028580159,0.08134577331123495,0.7684709355132544,0.2829530720979142,0.21743882012931692,0.7430512266402634,1.0,0.9965806762555961,4,2.200923596090264,1.0,0.4488678028580159,0.08134577331123495,0.7684709355132544,0.28285776531488477,0.21738875648422396,0.7430512266402634,1.0,0.9965806762555961,4.0
Symbolic: no catch-all at all,14,symbolic,7,True,5,201.31542706489563,5473,0.0,0.8235293801054687,0.0,0.0,0.0,0.0,0.30753869450315396,1.0,1.0,3,4.392461305496846,0.0,0.8235293801054687,0.0,0.0,0.0,0.0,0.30753869450315396,1.0,1.0,3.0
Symbolic: no catch-all at all,15,symbolic,7,True,5,141.14980578422546,3480,0.0,0.19886122353847477,0.19886122353847477,0.0,0.0,0.0,0.8011387764615252,1.0,1.0,3,4.40227755292305,0.0,0.19886122353847477,0.19886122353847477,0.0,0.0,0.0,0.8011387764615252,1.0,1.0,3.0
Symbolic: no catch-all at all,16,symbolic,8,True,5,169.4639449119568,2689,0.9905916266406583,0.21379837440269167,0.9905916266406583,0.8166446084636132,0.0,0.0,0.9963310746371566,0.5490802621008664,0.9575915223531002,5,2.3371213634964425,0.9905916266406583,0.21379837440269167,0.9905916266406583,0.8166446084636132,0.0,0.0,0.9963310746371566,0.5490802621008664,0.9575915223531002,5.0
Symbolic: no catch-all at all,17,symbolic,8,True,5,175.13007068634033,7741,0.8834385317308366,0.828598747876651,0.7697047088389941,0.48751125503600173,0.7236954385241974,0.39037126510247455,0.9996936183695293,0.9991613450551509,1.0,5,0.8287173324983323,0.8834385317308366,0.828598747876651,0.7697047088389941,0.48751125503600173,0.723687620555944,0.39036377244450066,0.9996936183695293,0.9991613450551509,1.0,5.0
Symbolic: no catch-all at all,18,symbolic,8,True,5,114.65127420425415,4275,0.9613063388566376,0.168470700927185,0.11930187155143332,0.7943183317402941,0.0,0.0,0.981101748395975,0.9760417398886263,1.0,4,2.917909095781088,0.9613063388566376,0.168470700927185,0.11930187155143332,0.7943183317402941,0.0,0.0,0.981101748395975,0.9760417398886263,1.0,4.0
Symbolic: no catch-all at all,19,symbolic,8,True,5,101.83402752876282,2658,0.6943620309888354,0.8652944027828393,0.10760506494427993,0.09155325595828787,0.6751252944883378,0.07819303024712654,0.9999066344134608,0.9999009514125975,1.0,4,2.3531613233731328,0.6943621366078869,0.8652944027828393,0.10760506494427993,0.09155325595828787,0.6750632118920814,0.07818565017090624,0.9999066344134608,0.9999009514125975,1.0,4.0
